Log file open, 12/13/22 03:21:00
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.TSR.Velocity.Extrapolation:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: CVar [[r.TSR.Velocity.HoleFill:0]] deferred - dummy variable created
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.TSR.RejectionAntiAliasingQuality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Applying CVar settings from Section [ShadowQuality@0] File [Scalability]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.LightFunctionQuality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.ShadowQuality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.CSM.MaxCascades:1]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.MaxResolution:512]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.MaxCSMResolution:512]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.RadiusThreshold:0.06]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.DistanceScale:0.6]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.CSM.TransitionScale:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.PreShadowResolutionFactor:0.5]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.DistanceFieldShadowing:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.DistanceFieldAO:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.VolumetricFog:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.LightMaxDrawDistanceScale:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.CapsuleShadows:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.Virtual.MaxPhysicalPages:512]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.Virtual.ResolutionLodBiasDirectional:0.0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.Virtual.ResolutionLodBiasLocal:1.0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.RayCountDirectional:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.SamplesPerRayDirectional:2]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.RayCountLocal:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.SamplesPerRayLocal:2]]
[2022.12.13-00.21.01:317][  0]LogConfig: Applying CVar settings from Section [GlobalIlluminationQuality@0] File [Scalability]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Lumen.DiffuseIndirect.Allow:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Applying CVar settings from Section [ReflectionQuality@0] File [Scalability]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Lumen.Reflections.Allow:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Applying CVar settings from Section [PostProcessQuality@0] File [Scalability]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.MotionBlurQuality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.MotionBlur.HalfResGather:1]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.AmbientOcclusionMipLevelFactor:1.0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.AmbientOcclusionMaxQuality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.AmbientOcclusionLevels:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.AmbientOcclusionRadiusScale:1.2]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.DepthOfFieldQuality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.RenderTargetPoolMin:300]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.LensFlareQuality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.SceneColorFringeQuality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.BloomQuality:4]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Bloom.ScreenPercentage:25.000]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.FastBlurThreshold:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Upscale.Quality:1]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Tonemapper.GrainQuantization:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.LightShaftQuality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Filter.SizeScale:0.6]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Tonemapper.Quality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Applying CVar settings from Section [TextureQuality@0] File [Scalability]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Streaming.MipBias:16]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Streaming.AmortizeCPUToGPUCopy:1]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Streaming.MaxNumTexturesToStreamPerFrame:1]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Streaming.Boost:0.3]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.MaxAnisotropy:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.VT.MaxAnisotropy:4]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Streaming.LimitPoolSizeToVRAM:1]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.Streaming.PoolSize:400]]
[2022.12.13-00.21.01:317][  0]LogConfig: Applying CVar settings from Section [EffectsQuality@0] File [Scalability]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.TranslucencyLightingVolumeDim:24]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.RefractionQuality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.SSR.Quality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.SSR.HalfResSceneColor:1]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.SceneColorFormat:3]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.DetailMode:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.TranslucencyVolumeBlur:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.MaterialQualityLevel:0 ; Low quality]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.SSS.Scale:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.SSS.SampleSet:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.SSS.Quality:0]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.SSS.HalfRes:1]]
[2022.12.13-00.21.01:317][  0]LogConfig: Set CVar [[r.SSGI.Quality:0]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.EmitterSpawnRateScale:0.125]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.ParticleLightQuality:0]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice:1]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.DepthResolution:8.0]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMin:2.0]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMax:16.0]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMin:2.0]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMax:16.0]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.SkyAtmosphere.TransmittanceLUT.UseSmallFormat:1]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.SkyLight.RealTimeReflectionCapture:0]]
[2022.12.13-00.21.01:318][  0]LogConfig: CVar [[fx.Niagara.QualityLevel:0]] deferred - dummy variable created
[2022.12.13-00.21.01:318][  0]LogConfig: Applying CVar settings from Section [FoliageQuality@0] File [Scalability]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[foliage.DensityScale:0]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[grass.DensityScale:0]]
[2022.12.13-00.21.01:318][  0]LogConfig: Applying CVar settings from Section [ShadingQuality@0] File [Scalability]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:1]]
[2022.12.13-00.21.01:318][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:1]] deferred - dummy variable created
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:0]]
[2022.12.13-00.21.01:318][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2022.12.13-00.21.01:318][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2022.12.13-00.21.01:318][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2022.12.13-00.21.01:318][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [E:/unreal-engine-projects/levelingSystem 5.1/Saved/Config/WindowsEditor/Editor.ini]
[2022.12.13-00.21.01:318][  0]LogInit: Computer: HOME-PC
[2022.12.13-00.21.01:318][  0]LogInit: User: veledara
[2022.12.13-00.21.01:318][  0]LogInit: CPU Page size=4096, Cores=4
[2022.12.13-00.21.01:318][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2022.12.13-00.21.01:318][  0]LogMemory: Memory total: Physical=31.9GB (32GB approx)
[2022.12.13-00.21.01:318][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2022.12.13-00.21.01:318][  0]LogMemory: Process Physical Memory: 285.98 MB used, 296.41 MB peak
[2022.12.13-00.21.01:318][  0]LogMemory: Process Virtual Memory: 257.00 MB used, 257.00 MB peak
[2022.12.13-00.21.01:318][  0]LogMemory: Physical Memory: 12481.74 MB used,  20227.71 MB free, 32709.45 MB total
[2022.12.13-00.21.01:318][  0]LogMemory: Virtual Memory: 16080.87 MB used,  21492.58 MB free, 37573.45 MB total
[2022.12.13-00.21.01:318][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2022.12.13-00.21.01:323][  0]LogWindows: WindowsPlatformFeatures enabled
[2022.12.13-00.21.01:333][  0]LogInit: Physics initialised using underlying interface: Chaos
[2022.12.13-00.21.01:334][  0]LogInit: Using OS detected language (ru-RU).
[2022.12.13-00.21.01:334][  0]LogInit: Using OS detected locale (ru-RU).
[2022.12.13-00.21.01:335][  0]LogTextLocalizationManager: No specific localization for 'ru-RU' exists, so 'ru' will be used for the language.
[2022.12.13-00.21.01:336][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Editor/ru/Editor.locres' could not be opened for reading!
[2022.12.13-00.21.01:336][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/EditorTutorials/ru/EditorTutorials.locres' could not be opened for reading!
[2022.12.13-00.21.01:336][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Keywords/ru/Keywords.locres' could not be opened for reading!
[2022.12.13-00.21.01:336][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Category/ru/Category.locres' could not be opened for reading!
[2022.12.13-00.21.01:336][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/ToolTips/ru/ToolTips.locres' could not be opened for reading!
[2022.12.13-00.21.01:336][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/PropertyNames/ru/PropertyNames.locres' could not be opened for reading!
[2022.12.13-00.21.01:336][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Engine/ru/Engine.locres' could not be opened for reading!
[2022.12.13-00.21.01:337][  0]LogInit: Setting process to per monitor DPI aware
[2022.12.13-00.21.01:350][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2022.12.13-00.21.01:350][  0]LogWindowsTextInputMethodSystem:   - Английский (США) - (Keyboard).
[2022.12.13-00.21.01:350][  0]LogWindowsTextInputMethodSystem:   - Русский (Россия) - (Keyboard).
[2022.12.13-00.21.01:350][  0]LogWindowsTextInputMethodSystem: Activated input method: Английский (США) - (Keyboard).
[2022.12.13-00.21.01:369][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2022.12.13-00.21.01:369][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2022.12.13-00.21.01:504][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2022.12.13-00.21.01:505][  0]LogWindows: Attached monitors:
[2022.12.13-00.21.01:505][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1032), device: '\\.\DISPLAY1' [PRIMARY]
[2022.12.13-00.21.01:505][  0]LogWindows: Found 1 attached monitors.
[2022.12.13-00.21.01:505][  0]LogWindows: Gathering driver information using Windows Setup API
[2022.12.13-00.21.01:505][  0]LogRHI: RHI Adapter Info:
[2022.12.13-00.21.01:505][  0]LogRHI:             Name: NVIDIA GeForce RTX 2060 SUPER
[2022.12.13-00.21.01:505][  0]LogRHI:   Driver Version: 527.37 (internal:31.0.15.2737, unified:527.37)
[2022.12.13-00.21.01:505][  0]LogRHI:      Driver Date: 11-26-2022
[2022.12.13-00.21.01:505][  0]LogD3D12RHI:     GPU DeviceId: 0x1f06 (for the marketing name, search the web for "GPU Device Id")
[2022.12.13-00.21.01:505][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2022.12.13-00.21.01:508][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2022.12.13-00.21.01:508][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: Bindless resources are supported
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2022.12.13-00.21.01:596][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2022.12.13-00.21.01:650][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2022.12.13-00.21.01:651][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2022.12.13-00.21.01:651][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2022.12.13-00.21.01:667][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2022.12.13-00.21.01:667][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2022.12.13-00.21.01:667][  0]LogRHI: Texture pool is 4568 MB (70% of 6525 MB)
[2022.12.13-00.21.01:667][  0]LogD3D12RHI: Async texture creation enabled
[2022.12.13-00.21.01:667][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2022.12.13-00.21.01:697][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="E:/unreal-engine-projects/levelingSystem 5.1/levelingSystem.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/unreal-engine-projects/levelingSystem 5.1/Intermediate/TurnkeyReport_0.log" -log="E:/unreal-engine-projects/levelingSystem 5.1/Intermediate/TurnkeyLog_0.log" -project="E:/unreal-engine-projects/levelingSystem 5.1/levelingSystem.uproject"  -platform=all'
[2022.12.13-00.21.01:697][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""E:/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="E:/unreal-engine-projects/levelingSystem 5.1/levelingSystem.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/unreal-engine-projects/levelingSystem 5.1/Intermediate/TurnkeyReport_0.log" -log="E:/unreal-engine-projects/levelingSystem 5.1/Intermediate/TurnkeyLog_0.log" -project="E:/unreal-engine-projects/levelingSystem 5.1/levelingSystem.uproject"  -platform=all" ]
[2022.12.13-00.21.01:725][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2022.12.13-00.21.01:725][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2022.12.13-00.21.01:725][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2022.12.13-00.21.01:725][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2022.12.13-00.21.01:725][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2022.12.13-00.21.01:725][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2022.12.13-00.21.01:725][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2022.12.13-00.21.01:725][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2022.12.13-00.21.01:725][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2022.12.13-00.21.01:726][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2022.12.13-00.21.01:726][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2022.12.13-00.21.01:734][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2022.12.13-00.21.01:734][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2022.12.13-00.21.01:734][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2022.12.13-00.21.01:734][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2022.12.13-00.21.01:734][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2022.12.13-00.21.01:734][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2022.12.13-00.21.01:734][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2022.12.13-00.21.01:734][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2022.12.13-00.21.01:734][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2022.12.13-00.21.01:734][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2022.12.13-00.21.01:754][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2022.12.13-00.21.01:754][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2022.12.13-00.21.01:761][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2022.12.13-00.21.01:761][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2022.12.13-00.21.01:764][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2022.12.13-00.21.01:764][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2022.12.13-00.21.01:764][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2022.12.13-00.21.01:764][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2022.12.13-00.21.01:768][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2022.12.13-00.21.01:768][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2022.12.13-00.21.01:768][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2022.12.13-00.21.01:771][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2022.12.13-00.21.01:771][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2022.12.13-00.21.01:777][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2022.12.13-00.21.01:777][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2022.12.13-00.21.01:777][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2022.12.13-00.21.01:777][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2022.12.13-00.21.01:777][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2022.12.13-00.21.01:778][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2022.12.13-00.21.01:781][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2022.12.13-00.21.01:781][  0]LogTargetPlatformManager:   ADPCM
[2022.12.13-00.21.01:781][  0]LogTargetPlatformManager:   PCM
[2022.12.13-00.21.01:783][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2022.12.13-00.21.01:784][  0]LogTargetPlatformManager:   BINKA
[2022.12.13-00.21.01:788][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2022.12.13-00.21.01:788][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2022.12.13-00.21.01:788][  0]LogTargetPlatformManager:   OGG
[2022.12.13-00.21.01:791][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2022.12.13-00.21.01:791][  0]LogTargetPlatformManager:   OPUS
[2022.12.13-00.21.01:831][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   SF_METAL
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   PCD3D_SM6
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   PCD3D_SM5
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   PCD3D_ES31
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2022.12.13-00.21.01:838][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2022.12.13-00.21.01:844][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2022.12.13-00.21.01:844][  0]LogTargetPlatformManager:   VVM_1_0
[2022.12.13-00.21.01:844][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2022.12.13-00.21.01:844][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2022.12.13-00.21.01:844][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2022.12.13-00.21.01:844][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2022.12.13-00.21.01:844][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2022.12.13-00.21.01:845][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2022.12.13-00.21.01:847][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../unreal-engine-projects/levelingSystem 5.1/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2022.12.13-00.21.01:847][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2022.12.13-00.21.01:847][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../unreal-engine-projects/levelingSystem 5.1/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.13-00.21.01:847][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2022.12.13-00.21.01:874][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2022.12.13-00.21.01:875][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.13-00.21.01:875][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2022.12.13-00.21.01:881][  0]LogDerivedDataCache: Speed tests for C:/Users/veledara/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
